gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season
21700440,2017-12-17,regular,2544,LeBron James,CLE,WAS,CLE,41,20,8,23,34.8,2,7,28.6,2,3,66.7,2,9,11,15,0,1,6,4,4,1,2018
21700494,2017-12-25,regular,203110,Draymond Green,GSW,GSW,CLE,40,12,5,11,45.5,2,8,25.0,0,1,0.0,1,11,12,11,2,1,4,1,5,1,2018
21700541,2017-12-31,regular,201566,Russell Westbrook,OKC,OKC,DAL,37,38,17,28,60.7,0,4,0.0,4,7,57.1,1,14,15,11,1,0,2,2,0,0,2018
21700567,2018-01-04,regular,201566,Russell Westbrook,OKC,LAC,OKC,38,29,11,24,45.8,2,2,100.0,5,6,83.3,2,10,12,11,1,0,6,3,6,1,2018
21700597,2018-01-08,regular,203999,Nikola Jokic,DEN,GSW,DEN,36,22,9,16,56.3,1,1,100.0,3,3,100.0,4,8,12,11,3,1,6,3,2,0,2018
21700695,2018-01-22,regular,201933,Blake Griffin,LAC,LAC,MIN,37,32,13,21,61.9,2,8,25.0,4,7,57.1,1,10,11,12,1,0,4,4,-14,0,2018
21700704,2018-01-24,regular,1627732,Ben Simmons,PHI,PHI,CHI,39,19,6,15,40.0,0,0,0.0,7,10,70.0,3,14,17,14,0,2,6,4,18,1,2018
21700720,2018-01-26,regular,202326,DeMarcus Cousins,NOP,NOP,HOU,30,15,6,12,50.0,0,2,0.0,3,5,60.0,1,12,13,11,3,0,5,4,16,1,2018
21700730,2018-01-27,regular,203999,Nikola Jokic,DEN,DEN,DAL,40,11,5,13,38.5,1,6,16.7,0,1,0.0,1,15,16,11,0,2,3,3,9,1,2018
21700724,2018-01-27,regular,201566,Russell Westbrook,OKC,DET,OKC,36,31,13,22,59.1,3,4,75.0,2,4,50.0,4,7,11,13,2,0,6,3,20,1,2018
21700765,2018-02-01,regular,203999,Nikola Jokic,DEN,DEN,OKC,37,29,11,18,61.1,2,5,40.0,5,6,83.3,3,10,13,14,1,2,2,3,5,1,2018
21700772,2018-02-02,regular,201566,Russell Westbrook,OKC,OKC,NOP,36,16,7,21,33.3,1,7,14.3,1,1,100.0,2,9,11,14,1,0,9,3,-9,0,2018
21700819,2018-02-09,regular,2544,LeBron James,CLE,ATL,CLE,41,22,8,20,40.0,0,3,0.0,6,7,85.7,2,10,12,19,0,0,3,2,12,1,2018
21700852,2018-02-13,regular,203999,Nikola Jokic,DEN,DEN,SAS,33,23,8,15,53.3,2,5,40.0,5,6,83.3,5,8,13,11,0,1,1,0,11,1,2018
21700863,2018-02-14,regular,203901,Elfrid Payton,PHX,UTA,PHX,39,13,5,11,45.5,1,2,50.0,2,2,100.0,1,10,11,12,1,1,5,2,-8,0,2018
21700861,2018-02-14,regular,201566,Russell Westbrook,OKC,MEM,OKC,37,23,6,14,42.9,0,4,0.0,11,12,91.7,2,11,13,15,1,2,4,1,14,1,2018
21700865,2018-02-15,regular,203999,Nikola Jokic,DEN,MIL,DEN,34,30,11,14,78.6,3,3,100.0,5,5,100.0,4,11,15,17,1,2,8,5,11,1,2018
21700865,2018-02-15,regular,203507,Giannis Antetokounmpo,MIL,MIL,DEN,39,36,14,21,66.7,1,2,50.0,7,12,58.3,3,8,11,13,0,3,6,2,-3,0,2018
21700871,2018-02-22,regular,201566,Russell Westbrook,OKC,SAC,OKC,38,17,4,14,28.6,1,6,16.7,8,10,80.0,0,15,15,11,2,0,8,1,4,1,2018
21700880,2018-02-23,regular,203999,Nikola Jokic,DEN,DEN,SAS,34,28,10,16,62.5,3,5,60.0,5,7,71.4,4,7,11,11,0,0,3,6,9,1,2018
21700878,2018-02-23,regular,2544,LeBron James,CLE,MEM,CLE,37,18,7,16,43.8,0,2,0.0,4,4,100.0,0,14,14,11,1,0,3,0,18,1,2018
21700908,2018-02-27,regular,2544,LeBron James,CLE,CLE,BKN,39,31,13,25,52.0,2,4,50.0,3,3,100.0,4,8,12,11,1,0,1,1,2,1,2018
21701014,2018-03-13,regular,2544,LeBron James,CLE,PHX,CLE,33,28,7,14,50.0,1,2,50.0,13,15,86.7,0,12,12,11,3,2,5,2,23,1,2018
21701007,2018-03-13,regular,201566,Russell Westbrook,OKC,ATL,OKC,35,32,12,20,60.0,0,0,0.0,8,10,80.0,4,8,12,12,1,1,4,3,20,1,2018
21701039,2018-03-17,regular,2544,LeBron James,CLE,CHI,CLE,40,33,15,26,57.7,2,8,25.0,1,4,25.0,1,12,13,12,1,2,6,3,-4,1,2018
21701046,2018-03-18,regular,201566,Russell Westbrook,OKC,TOR,OKC,37,37,15,22,68.2,1,1,100.0,6,8,75.0,5,8,13,14,2,0,5,3,17,1,2018
21701052,2018-03-19,regular,1627732,Ben Simmons,PHI,PHI,CHA,33,11,4,9,44.4,0,0,0.0,3,4,75.0,3,9,12,15,3,0,0,0,30,1,2018
21701082,2018-03-23,regular,1626156,D'Angelo Russell,BKN,TOR,BKN,31,18,8,21,38.1,0,4,0.0,2,5,40.0,2,9,11,13,1,0,2,1,-1,0,2018
21701088,2018-03-24,regular,1627732,Ben Simmons,PHI,PHI,MIN,30,15,5,9,55.6,0,0,0.0,5,8,62.5,2,10,12,13,2,0,4,2,27,1,2018
21701112,2018-03-27,regular,201950,Jrue Holiday,NOP,NOP,POR,40,21,9,17,52.9,0,2,0.0,3,3,100.0,2,9,11,11,0,2,6,3,5,0,2018
21701130,2018-03-30,regular,1627732,Ben Simmons,PHI,ATL,PHI,27,13,6,11,54.5,0,0,0.0,1,3,33.3,0,12,12,11,1,2,2,2,21,1,2018
21701150,2018-04-01,regular,201566,Russell Westbrook,OKC,NOP,OKC,37,26,9,17,52.9,0,1,0.0,8,11,72.7,1,14,15,13,2,0,7,5,15,1,2018
21701149,2018-04-01,regular,2544,LeBron James,CLE,CLE,DAL,39,16,5,21,23.8,2,3,66.7,4,4,100.0,3,10,13,12,0,0,2,1,7,1,2018
21701183,2018-04-06,regular,1627732,Ben Simmons,PHI,PHI,CLE,36,27,12,17,70.6,0,0,0.0,3,5,60.0,3,12,15,13,4,1,3,4,-3,1,2018
21701183,2018-04-06,regular,2544,LeBron James,CLE,PHI,CLE,40,44,17,29,58.6,4,8,50.0,6,11,54.5,1,10,11,11,2,1,8,0,7,0,2018
21701191,2018-04-07,regular,203999,Nikola Jokic,DEN,LAC,DEN,34,23,9,14,64.3,1,2,50.0,4,5,80.0,2,9,11,11,2,1,2,2,11,1,2018
21701208,2018-04-09,regular,202339,Eric Bledsoe,MIL,MIL,ORL,35,20,7,17,41.2,2,6,33.3,4,4,100.0,2,10,12,11,3,0,3,2,20,1,2018
21701211,2018-04-09,regular,203999,Nikola Jokic,DEN,DEN,POR,38,15,5,14,35.7,1,4,25.0,4,4,100.0,2,18,20,11,2,1,2,2,18,1,2018
21701206,2018-04-09,regular,201566,Russell Westbrook,OKC,MIA,OKC,38,23,8,21,38.1,2,5,40.0,5,6,83.3,3,15,18,13,1,0,6,3,12,1,2018
21800014,2018-10-18,regular,1627732,Ben Simmons,PHI,PHI,CHI,34,13,5,8,62.5,0,0,0.0,3,3,100.0,1,12,13,11,1,2,3,0,24,1,2019
